sample_id	species_id	species_abund	gene_id	enzyme_id	count_reads	read_depth	copy_number
WF_50	Ruminococcus_bicirculans_59300	0.0565636311359	1160721.7.peg.727	2.7.2.1	50	2.7343358396	0.855904492476
WF_50	Anaerostipes_hadrus_55206	0.126835471123	411484.7.peg.650	2.7.2.1	59	3.47774979009	0.528981712332
WF_50	Anaerostipes_hadrus_55206	0.126835471123	658089.3.peg.1834	2.7.2.1	84	4.99076406381	0.75911813088
WF_50	Eubacterium_rectale_56927	0.0567160582701	515619.6.peg.1265	2.7.2.1	40	2.38525963149	0.665503590186
WF_50	Eubacterium_rectale_56927	0.0567160582701	657317.3.peg.2262	2.7.2.1	30	1.80653266332	0.504034846921
WF_50	Eubacterium_rectale_56927	0.0567160582701	657318.4.peg.710	2.7.2.1	6	0.34757118928	0.0969747155643
WF_50	Alistipes_putredinis_61533	0.0594781416716	445970.5.peg.1182	2.7.2.1	76	4.36069651741	1.3788211659
WF_50	Bacteroides_vulgatus_57955	0.120293133333	997876.3.peg.4269	2.7.2.1	147	8.40517961571	0.96105289272
WF_51	Bacteroides_uniformis_57318	0.0717691821772	1339348.3.peg.4035	2.7.2.1	50	2.99081035923	0.861474292131
WF_51	Ruminococcus_bromii_62047	0.0645920976211	657321.5.peg.1307	2.7.2.1	85	4.81224152192	1.33109249437
WF_51	Faecalibacterium_prausnitzii_62201	0.0607313157243	718252.3.peg.2821	2.7.2.1	92	5.10192147034	1.14461712878
WF_51	Eubacterium_rectale_56927	0.233652312459	515619.6.peg.1265	2.7.2.1	171	9.80737018425	0.73844667647
WF_51	Eubacterium_rectale_56927	0.233652312459	657317.3.peg.2262	2.7.2.1	28	1.44388609715	0.108717512403
WF_51	Eubacterium_rectale_56927	0.233652312459	657318.4.peg.710	2.7.2.1	37	2.06532663317	0.155508924353
WF_51	Blautia_wexlerae_56130	0.0673655101831	1121115.4.peg.74	2.7.2.1	33	1.72300469484	0.462047494124
WF_51	Blautia_wexlerae_56130	0.0673655101831	1280691.4.peg.797	2.7.2.1	26	1.41705790297	0.380003638446
WF_51	Blautia_wexlerae_56130	0.0673655101831	457412.4.peg.1153	2.7.2.1	10	0.573552425665	0.153806000542
WF_51	Bacteroides_vulgatus_57955	0.0783486041671	997876.3.peg.4269	2.7.2.1	102	5.69757727652	1.3181942815
WF_52	Eubacterium_rectale_56927	0.139044411291	515619.6.peg.1265	2.7.2.1	36	2.13065326633	0.564036427085
WF_52	Eubacterium_rectale_56927	0.139044411291	657317.3.peg.2262	2.7.2.1	16	0.930485762144	0.246322511986
WF_52	Eubacterium_rectale_56927	0.139044411291	657318.4.peg.710	2.7.2.1	37	1.95728643216	0.518141953655
WF_52	Ruminococcus_bromii_62047	0.190309071833	657321.5.peg.1307	2.7.2.1	125	7.38875103391	1.41159619374
WF_53	Faecalibacterium_prausnitzii_62201	0.0581553116364	718252.3.peg.2821	2.7.2.1	133	6.38930659983	1.46688481595
WF_53	Eubacterium_rectale_56927	0.203597384756	515619.6.peg.1265	2.7.2.1	158	8.75879396985	0.713515077196
WF_53	Eubacterium_rectale_56927	0.203597384756	657317.3.peg.2262	2.7.2.1	32	1.73115577889	0.141024638034
WF_53	Eubacterium_rectale_56927	0.203597384756	657318.4.peg.710	2.7.2.1	38	2.18676716918	0.178139975766
WF_53	Blautia_wexlerae_56130	0.130061619025	1121115.4.peg.74	2.7.2.1	24	1.29733959311	0.176732304272
WF_53	Blautia_wexlerae_56130	0.130061619025	1280691.4.peg.797	2.7.2.1	72	3.91236306729	0.532968348228
WF_53	Blautia_wexlerae_56130	0.130061619025	457412.4.peg.1153	2.7.2.1	37	1.96009389671	0.267017142462
WF_53	Ruminococcus_bromii_62047	0.107309532866	657321.5.peg.1307	2.7.2.1	120	6.72291149711	0.994337903545
WF_54	Eubacterium_rectale_56927	0.249483552695	515619.6.peg.1265	2.7.2.1	60	3.47487437186	0.651538944724
WF_54	Eubacterium_rectale_56927	0.249483552695	657317.3.peg.2262	2.7.2.1	35	2.11390284757	0.39635678392
WF_54	Eubacterium_rectale_56927	0.249483552695	657318.4.peg.710	2.7.2.1	21	1.29313232831	0.242462311558
WF_55	Bacteroides_uniformis_57318	0.0626363458952	1339348.3.peg.4035	2.7.2.1	80	4.39933166249	1.10562953848
WF_55	Ruminococcus_bromii_62047	0.0573340442021	657321.5.peg.1307	2.7.2.1	82	4.63110008271	1.23332647705
WF_55	Faecalibacterium_prausnitzii_62201	0.0530616909751	718252.3.peg.2821	2.7.2.1	136	7.57059314954	1.94145583634
WF_55	Eubacterium_rectale_56927	0.147648077238	515619.6.peg.1265	2.7.2.1	124	6.95393634841	0.733047437649
WF_55	Eubacterium_rectale_56927	0.147648077238	657317.3.peg.2262	2.7.2.1	25	1.44556113903	0.152383461084
WF_55	Eubacterium_rectale_56927	0.147648077238	657318.4.peg.710	2.7.2.1	12	0.680067001675	0.0716890906144
WF_55	Blautia_wexlerae_56130	0.0817925249057	1121115.4.peg.74	2.7.2.1	24	1.31846635368	0.272338951743
WF_55	Blautia_wexlerae_56130	0.0817925249057	1280691.4.peg.797	2.7.2.1	44	2.42097026604	0.500069268067
