sample_id	species_id	species_abund	gene_id	enzyme_id	count_reads	read_depth	copy_number
WF_50	Anaerostipes_hadrus_55206	0.126835471123	411484.7.peg.821	1.1.1.27	97	6.92452830189	1.05325255102
WF_50	Anaerostipes_hadrus_55206	0.126835471123	649757.3.peg.2449	1.1.1.27	84	6.19496855346	0.942283163265
WF_50	Anaerostipes_hadrus_55206	0.126835471123	658089.3.peg.250	1.1.1.27	39	2.85579937304	0.434380198004
WF_50	Eubacterium_rectale_56927	0.0567160582701	515619.6.peg.1470	1.1.2.3	12	0.823069403715	0.22964193747
WF_50	Eubacterium_rectale_56927	0.0567160582701	657317.3.peg.3312	1.1.2.3	28	1.94525904203	0.542740446039
WF_50	Eubacterium_rectale_56927	0.0567160582701	657318.4.peg.1082	1.1.2.3	14	1.01759530792	0.283915982074
WF_50	Eubacterium_rectale_56927	0.0567160582701	657318.4.peg.2636	1.1.1.27	54	3.94444444444	1.10052671181
WF_50	Bacteroides_vulgatus_57955	0.120293133333	1235786.3.peg.2357	1.2.1.22	22	0.95358649789	0.109033608341
WF_50	Bacteroides_vulgatus_57955	0.120293133333	1339350.3.peg.3891	1.2.1.22	8	0.676962676963	0.0774042874399
WF_50	Bacteroides_vulgatus_57955	0.120293133333	1339351.3.peg.1473	1.2.1.22	6	0.644859813084	0.0737336282029
WF_50	Bacteroides_vulgatus_57955	0.120293133333	457395.6.peg.3309	1.2.1.22	171	8.51969057665	0.97414613942
WF_51	Ruminococcus_bromii_62047	0.0645920976211	657321.5.peg.1358	1.1.1.27	59	4.27044025157	1.1812272806
WF_51	Faecalibacterium_prausnitzii_62201	0.0607313157243	718252.3.peg.302	1.1.2.3	35	2.19941348974	0.493438867738
WF_51	Eubacterium_rectale_56927	0.233652312459	515619.6.peg.1470	1.1.2.3	35	2.1348973607	0.160747257521
WF_51	Eubacterium_rectale_56927	0.233652312459	657317.3.peg.3312	1.1.2.3	96	6.49755620723	0.489233983858
WF_51	Eubacterium_rectale_56927	0.233652312459	657318.4.peg.1082	1.1.2.3	113	7.91886608016	0.596251617757
WF_51	Eubacterium_rectale_56927	0.233652312459	657318.4.peg.2636	1.1.1.27	198	13.8683127572	1.04421565327
WF_51	Blautia_wexlerae_56130	0.0673655101831	1121115.4.peg.219	1.1.1.27	66	4.62986330179	1.24156175728
